,tag,movieId,score,tag_lowercase_dups
16245,Director: Brian Smrz,180037,1.0,
16246,Director: Brian Trenchard-Smith,157100,1.0,
16247,Director: Bruce Beresford,7240,1.0,
16248,Director: Buster Keaton,25750,1.0,
16249,Director: Byron Howard,152081,3.0,
16250,Director: Carl Franklin,5282,1.0,
16251,Director: Carl Schultz,2263,1.0,
16252,Director: Cathryn Michon,182485,1.0,
16253,Director: Chan-wook Park,158783,1.0,
16254,Director: Charles Chaplin,10242,3.0,
16255,Director: Charles E. Sellier Jr.,26523,1.0,
16256,Director: Chris Columbus,3156,1.0,
16257,Director: Chris Fisher,68519,1.0,
16258,Director: Chris Marker,8477,1.0,
16259,Director: Chris Weitz,72407,1.0,
16260,Director: Christopher Nolan,337719,8.0,
16261,Director: Christopher Smith,74228,1.0,
16262,Director: Ciro Guerra,152065,1.0,
16263,Director: Claude Berri,2263,2.0,
16264,Director: Clint Eastwood,507,1.0,
16265,Director: Clive Barker,3917,1.0,
16266,Director: Curt Morgan,93420,1.0,
16267,Director: D.J. Caruso,62081,1.0,
16268,Director: Dale Fabrigar,147364,1.0,
16269,Director: Dalton Trumbo,26246,1.0,
16270,Director: Damien Chazelle,164909,1.0,
16271,Director: Dan Trachtenberg,152077,1.0,
16272,Director: Danis Tanovic,4967,1.0,
16273,Director: Danny DeVito,4681,1.0,
16274,Director: Dario Argento,61398,1.0,
16275,Director: Darren Aronofsky,3949,1.0,
16276,Director: David Carson,27251,1.0,
16277,Director: David Cronenberg,4718,2.0,
16278,Director: David Lean,2927,1.0,
16279,Director: David Lynch,2313,1.0,
16280,Director: David Maysles,8264,1.0,
16281,Director: David Sandberg,134170,1.0,
16282,Director: David Slade,78772,1.0,
16283,Director: David Twohy,6411,2.0,
16284,Director: David Yates,88125,3.0,
16285,Director: Dearbhla Walsh,143990,1.0,
16286,Director: Denis Villeneuve,303823,5.0,
16287,Director: Diarmuid Lawrence,143990,1.0,
16288,Director: Dominic Sena,481,1.0,
16289,Director: Don Siegel,4855,1.0,
16290,Director: Doug Lefler,117646,1.0,
16291,Director: Doug Liman,111759,2.0,
16292,Director: Duncan Jones,68237,1.0,
16293,Director: Edward Zwick,266,1.0,
16294,Director: Elem Klimov,6818,1.0,
16295,Director: Elia Kazan,27863,2.0,
16296,Director: Elizabeth Wood,155830,1.0,
16297,Director: Ellen Hovde,8264,1.0,
16298,Director: Emeric Pressburger,8516,1.0,
16299,Director: Eric Bress,7254,1.0,
16300,Director: Eric Darnell,2294,1.0,
16301,Director: Ernst Lubitsch,4685,2.0,
16302,Director: Ethan Coen,471,1.0,
16303,Director: Eugenio Mira,109472,1.0,
16304,Director: Everette Wallin,147364,1.0,
16305,Director: F. Gary Gray,2058,1.0,
16306,Director: Fede Alvarez,161634,4.0,
16307,Director: Federico Fellini,8154,1.0,
16308,Director: Fernando Meirelles,6016,1.0,
16309,Director: Fisher Stevens,100326,1.0,
16310,Director: Florian Cossen,155541,1.0,
16311,Director: Francis Ford Coppola,2880,2.0,
16312,Director: Francis Lawrence,135133,2.0,
16313,Director: Frank Capra,954,1.0,
16314,Director: Frank Darabont,3465,2.0,
16315,Director: Frank Pierson,27410,1.0,
16316,director: Franklin Adreon,160199,1.0,
16317,Director: Franklin J. Schaffner,10203,4.0,
16318,Director: Fraser C. Heston,2120,1.0,
16319,Director: Fred C. Newmeyer,8235,1.0,
16320,Director: Fritz Lang,1260,1.0,
16321,Director: Gabriele Muccino,47099,1.0,
16322,Director: Gaby Dellal,94537,1.0,
16323,Director: Garth Davis,165551,0.0,
16324,Director: Gary Fleder,6879,1.0,
16325,Director: Gary Sinise,3271,1.0,
16326,Director: George A. Romero,2898,1.0,
16327,Director: George Clooney,6003,1.0,
16328,Director: George P. Cosmatos,2402,1.0,
16329,Director: George Pal,3959,1.0,
16330,Director: George Roy Hill,1234,1.0,
16331,Director: Georges Méliès,156801,1.0,
16332,Director: Gerard Johnstone,113252,2.0,
16333,Director: Gil Kenan,46948,1.0,
16334,Director: Gillo Pontecorvo,26131,1.0,
16335,Director: Gore Verbinski,8252,2.0,
16336,Director: Gregory Hoblit,66771,4.0,
16337,Director: Griff Furst,141501,1.0,
16338,Director: Guillermo Arriaga,61449,1.0,
16339,Director: Guillermo del Toro,232066,3.0,
16340,Director: Guy Ritchie,73017,1.0,
16341,Director: Guy Shalem,182485,1.0,
16342,Director: Gérard Oury,41828,1.0,
16343,Director: Hannes Holm,151113,1.0,
16344,Director: Harold Becker,490,1.0,
16345,Director: Harold Ramis,1265,3.0,
16346,Director: Harry Hook,4951,1.0,
16347,Director: Hawley Pratt,142058,1.0,
16348,Director: Hayao Miyazaki,65261,1.0,
16349,Director: Herbert Wise,27251,1.0,
16350,Director: Howard Hawks,4329,1.0,
16351,Director: Howard J. Ford,132340,1.0,
16352,Director: Hugh Sullivan,130488,1.0,
16353,Director: Hugh Wilson,2496,1.0,
16354,Director: Ilmar Raag,58554,1.0,
16355,Director: Ingmar Bergman,8564,2.0,
16356,Director: Irving Pichel,42543,1.0,
16357,Director: Isaac Florentine,107462,1.0,
16358,Director: Ivan Passer,52016,1.0,
16359,Director: Ivan Reitman,440,1.0,
16360,Director: J. Lee Thompson,1344,1.0,
16361,Director: J. Mackye Gruber,7254,1.0,
16362,Director: Jack Nicholson,95735,1.0,
16363,Director: Jacob Kornbluth,105429,1.0,
16364,Director: Jacques Tourneur,2066,1.0,
16365,Director: James Cameron,1507,3.0,
16366,Director: James Foley,1668,2.0,
16367,Director: James McTeigue,44191,1.0,
16368,Director: Jan Pinkava,95654,1.0,
16369,Director: Jan Troell,60204,3.0,
16370,Director: Jared Bush,152081,3.0,
16371,Director: Je-kyu Kang,27869,1.0,
16372,Director: Jean Renoir,25915,1.0,
16373,Director: Jean-Jacques Annaud,2467,1.0,
16374,director: Jeff Baena,167564,1.0,
16375,Director: Jennifer Yuh Nelson,87222,1.0,
16376,Director: Jeremy Saulnier,141866,1.0,
16377,Director: Jim Sheridan,475,1.0,
16378,Director: Joe Carnahan,5959,1.0,
16379,Director: Joe Wright,86190,1.0,
16380,Director: Joel Coen,471,1.0,
16381,Director: Joel Schumacher,4491,2.0,
16382,Director: John Carney,156387,1.0,
16383,Director: John Carpenter,7477,4.0,
16384,Director: John Cassavetes,7071,1.0,
16385,Director: John Ford,3095,1.0,
16386,Director: John G. Avildsen,1954,1.0,
16387,Director: John Guillermin,2524,1.0,
16388,Director: John Herzfeld,999,1.0,
16389,Director: John Landis,152173,2.0,
16390,Director: John Musker,588,1.0,
16391,Director: John R. Leonetti,48943,1.0,
16392,Director: John Waters,160110,1.0,
16393,Director: John Woo,3623,1.0,
16394,Director: Jonathan Demme,593,1.0,
16395,Director: Jonathan Ford,132340,1.0,
16396,Director: Jonathan Lynn,81804,1.0,
16397,Director: Jonathan Mostow,5073,2.0,
16398,Director: Jordan Peele,168250,4.0,
16399,Director: Joseph Cedar,171689,0.0,
16400,Director: Joseph H. Lewis,3292,1.0,
16401,Director: Joseph L. Mankiewicz,926,1.0,
16402,Director: Joss Whedon,103027,1.0,
16403,Director: José Padilha,108945,1.0,
16404,Director: Kathryn Bigelow,99159,2.0,
16405,Director: Keegan Kuhn,118202,1.0,
16406,Director: Kenneth Branagh,273,1.0,
16407,director: Kevin Carraway,152179,1.0,
16408,Director: Kevin Hooks,69654,1.0,
16409,Director: Kevin Reynolds,6673,2.0,
16410,Director: Kip Andersen,118202,1.0,
16411,Director: Kurt Wimmer,5903,3.0,
16412,Director: Kátia Lund,6016,1.0,
16413,Director: Lana Wachowski,866,1.0,
16414,Director: Lansing C. Holden,42543,1.0,
16415,Director: Lars von Trier,1354,3.0,
16416,Director: Laura Poitras,117533,1.0,
16417,Director: Laurence Connor,143547,1.0,
16418,Director: Lawrence Kasdan,6250,1.0,
16419,Director: Lech Majewski,91952,1.0,
16420,Director: Lee H. Katzin,6398,1.0,
16421,Director: Lee Tamahori,2322,2.0,
16422,Director: Leo McCarey,8335,1.0,
16423,Director: Lewis Milestone,1927,1.0,
16424,Director: Lilly Wachowski,866,1.0,
16425,Director: Lisa Cholodenko,116136,1.0,
16426,Director: Louis Malle,8128,1.0,
16427,director: Luc Besson,1527,1.0,Director: Luc Besson;
16428,Director: Luis Llosa,7782,1.0,
16429,Director: Lynne Ramsay,90376,2.0,
16430,Director: M. Night Shyamalan,173290,3.0,
16431,Director: Marc Forster,39427,1.0,
16432,Director: Marc Rocco,280,1.0,
16433,Director: Mark Atkins,140818,1.0,
16434,Director: Mark Brownlow,162546,1.0,
16435,Director: Mark Flowers,100044,1.0,
16436,Director: Mark Osborne,4454,1.0,
16437,Director: Mark Pellington,2707,1.0,
16438,Director: Mark Young,122490,1.0,
16439,Director: Martin Campbell,504,1.0,
16440,Director: Martin Scorsese,1343,1.0,
16441,Director: Mathieu Kassovitz,97,1.0,
16442,Director: Matt Johnson,164606,1.0,
16443,Director: Matthew Ross,165349,1.0,
16444,Director: Matthew Vaughn,119145,1.0,
16445,Director: Mel Gibson,212059,7.0,
16446,Director: Mervyn LeRoy,33841,2.0,
16447,Director: Michael Bay,102766,2.0,
16448,Director: Michael Crichton,2527,1.0,
16449,Director: Michael Moore,131013,3.0,
16450,Director: Michael Powell,8516,1.0,
16451,Director: Michael Spierig,114935,2.0,
16452,Director: Michael Sucsy,92509,1.0,
16453,Director: Michel Gondry,7361,1.0,
16454,Director: Mick Garris,32258,1.0,
16455,Director: Mick Jackson,74324,1.0,
16456,Director: Mikael Håfström,105653,2.0,
16457,Director: Mikael Salomon,1752,1.0,
16458,Director: Mike Newell,40815,2.0,
16459,Director: Mike Nichols,2132,1.0,
16460,Director: Neil Burger,131762,2.0,
16461,Director: Neill Blomkamp,223719,3.0,
16462,Director: Nick Broomfield,116989,1.0,
16463,Director: Nick Cassavetes,5108,1.0,
16464,Director: Nick Morris,286936,2.0,
16465,Director: Nick Tomnay,88118,1.0,
16466,Director: Nicolas Brown,100044,1.0,
16467,Director: Nicolas Pesce,158962,1.0,
16468,Director: Nolan Lebovitz,106090,1.0,
16469,Director: Norman Jewison,6598,2.0,
16470,Director: Oliver Stone,9021,3.0,
16471,Director: Olivier Assayas,169764,1.0,
16472,Director: Oren Kaplan,94133,1.0,
16473,Director: Oriol Paulo,103017,1.0,
16474,Director: P.J.C. Janssen,148054,1.0,
16475,Director: Patty Jenkins,7160,1.0,
16476,Director: Paul Dalio,152029,1.0,
16477,Director: Paul Greengrass,159790,2.0,
16478,Director: Paul Haggis,114954,2.0,
16479,Director: Paul Verhoeven,2985,1.0,
16480,Director: Pete Docter,68954,1.0,
16481,Director: Peter Atencio,163076,1.0,
16482,Director: Peter Bogdanovich,3152,1.0,
16483,Director: Peter Hammond,90945,1.0,
16484,Director: Peter Jackson,342339,10.0,
16485,Director: Peter Kubelka,100583,1.0,
16486,Director: Peter Spierig,114935,2.0,
16487,Director: Peter Werner,95175,1.0,
16488,Director: Phillip Noyce,3005,1.0,
16489,Director: Ralph Nelson,45329,1.0,
16490,Director: Ramaa Mosley,101529,1.0,
16491,Director: Ramin Bahrani,127178,1.0,
16492,Director: Reinhard Klooss,121115,1.0,
16493,Director: Renny Harlin,61604,4.0,
16494,Director: Rich Moore,152081,3.0,
16495,Director: Richard Brooks,971,1.0,
16496,Director: Richard Donner,5598,3.0,
16497,Director: Richard Fleischer,2009,2.0,
16498,Director: Ridley Scott,3578,1.0,
16499,Director: Rob Minkoff,364,1.0,
16500,Director: Rob Reiner,1197,1.0,
16501,Director: Robert Aldrich,6490,2.0,
16502,Director: Robert Clouse,112637,1.0,
16503,Director: Robert Hamer,6650,1.0,
16504,Director: Robert Kenner,71282,1.0,
16505,Director: Robert Zemeckis,3798,1.0,
16506,Director: Roberto Benigni,2324,1.0,
16507,Director: Robin Hardy,4754,1.0,
16508,Director: Roger Allers,364,1.0,
16509,Director: Roger Corman,7958,1.0,
16510,Director: Roger Donaldson,4033,1.0,
16511,Director: Roland Emmerich,780,1.0,
16512,Director: Roman Polanski,5995,1.0,
16513,Director: Ron Clements,588,1.0,
16514,Director: Ron Howard,832,1.0,
16515,Director: Ronnie Del Carmen,134853,1.0,
16516,Director: Rowdy Herrington,8132,1.0,
16517,Director: Roy Ward Baker,8799,2.0,
16518,Director: Rupert Wainwright,2840,1.0,
16519,Director: Russell Crowe,117871,1.0,
16520,Director: Sam Mendes,5464,1.0,
16521,Director: Sam Raimi,125916,7.0,
16522,Director: Sam Taylor,8235,1.0,
16523,Director: Scott Derrickson,97188,1.0,
16524,Director: Sean Brosnan,168776,1.0,
16525,Director: Sergei Bodrov,52016,1.0,
16526,Director: Sergio Leone,12046,3.0,
16527,Director: Sergio Mimica-Gezzan,81731,1.0,
16528,Director: Sidney Lumet,13669,4.0,
16529,Director: Sidney Salkow,116680,1.0,
16530,Director: Simon Cellan Jones,108709,1.0,
16531,Director: Simon Langton,7669,1.0,
16532,director: Spike Jonze,2997,2.0,
16533,Director: Spike Lee,3246,1.0,
16534,Director: Stanley Donen,911,1.0,
16535,Director: Stanley Kramer,6777,1.0,
16536,Director: Stephen Hopkins,1049,1.0,
16537,Director: Stephen Kessler,1461,1.0,
16538,Director: Stephen King,2119,1.0,
16539,Director: Stephen Norrington,2167,1.0,
16540,Director: Stephen Sommers,1762,1.0,
16541,Director: Steve McQueen,105844,1.0,
16542,Director: Steve Miner,2148,1.0,
16543,Director: Steven Soderbergh,100383,1.0,
16544,Director: Steven Spielberg,6658,3.0,
16545,Director: Steven Zaillian,48326,1.0,
16546,Director: Stuart Baird,494,1.0,
16547,Director: Stuart Hazeldine,78349,1.0,
16548,Director: Susanna White,108709,1.0,
16549,Director: Susanne Bier,131176,1.0,
16550,Director: Sydney Pollack,11863,2.0,
16551,Director: Sylvester Stallone,57528,1.0,
16552,Director: Tate Taylor,88810,1.0,
16553,Director: Ted Kotcheff,2403,1.0,
16554,Director: Terrence Malick,89830,2.0,
16555,Director: Terry George,30749,1.0,
16556,Director: Terry Gilliam,3108,1.0,
16557,Director: Theodoros Angelopoulos,26644,1.0,
16558,Director: Thomas Carter,2106,1.0,
16559,Director: Tim Burton,3081,1.0,
16560,Director: Tim Johnson,2294,1.0,
16561,Director: Tim Miller,122904,1.0,
16562,Director: Tom DiCillo,176,1.0,
16563,Director: Tom Hugh-Jones,100044,1.0,
16564,Director: Tom McGrath,81564,1.0,
16565,Director: Tom Schulman,1503,1.0,
16566,Director: Tomm Moore,117444,1.0,
16567,Director: Tommy Lee Jones,114392,1.0,
16568,Director: Tony Kaye,93790,1.0,
16569,Director: Tony Scott,77306,3.0,
16570,Director: Tuppence Stone,100044,1.0,
16571,Director: Volker Schlöndorff,111434,2.0,
16572,Director: Wai-Keung Lau,7981,1.0,
16573,Director: Walter Hill,5531,1.0,
16574,Director: Wayne Blair,160557,1.0,
16575,Director: William A. Wellman,7218,1.0,
16576,Director: William Cameron Menzies,7128,1.0,
16577,Director: William Castle,2519,1.0,
16578,Director: William Heise,96009,1.0,
16579,Director: William Wyler,11314,3.0,
16580,Director: Wim Wenders,120478,1.0,
16581,Director: Wolfgang Petersen,292,1.0,
16582,Director: Woody Allen,41285,1.0,
16583,Director: Yuriy Bykov,120625,1.0,
16584,directorial debut,5009122,55.0,Directorial Debut;
16585,directors,97230,0.0,
16586,directors to watch,3288873,30.0,
16587,DireÃ§Ã£o impecÃ¡vel,36517,-1.0,
16588,dirigible,555368,7.0,
16589,dirigibles,14757,2.0,
16590,Dirk Bogarde,105993,0.0,
16591,Dirk Hartog island,122916,1.0,
16592,dirt,140755,-1.0,
16593,Dirt bike,36392,1.0,dirt bike;
16594,dirt farmer,3447,0.0,
16595,dirt road,109243,1.0,
16596,dirty,177618,1.0,
16597,dirty camera lenses,89862,1.0,
16598,dirty cop,3023443,35.0,
16599,dirty cops,225366,2.0,Dirty Cops;Dirty cops;
16600,dirty dancing,7366,-1.0,
16601,Dirty Harry,22937,19.0,
16602,dirty joke,472082,4.0,
16603,dirty jokes,63028,0.0,
16604,dirty old man,159081,1.0,
16605,dirty tricks,494846,4.0,
16606,dirty war,280028,2.0,
16607,Disability,169812,1.0,disability;
16608,disable,152017,5.0,
16609,disabled,2259341,34.0,
16610,disabled characters,5822,1.0,
16611,disabled child,545402,5.0,
16612,disabled villain,52867,1.0,
16613,disacknowledged,44191,-2.0,
16614,disaffected,4641,1.0,
16615,disambiguation: Yes Man/Men,92819,-2.0,
16616,disambiguation:...Ever After...,65362,2.0,
16617,disambiguation:10,12869,-1.0,
16618,disambiguation:Bangkok Dangerous (2000/2008),66333,2.0,
16619,disambiguation:Blue,66239,-2.0,
16620,disambiguation:Crash (1996/2004),34649,-4.0,
16621,disambiguation:Leon/The Professional & The Professional (1981),6075,2.0,
16622,disambiguation:Leon/The Professional (1994) & The Professional (1981),293,1.0,
16623,disambiguation:Mother Night/Night Mother,4005,2.0,
16624,disambiguation:Repo Man/Repo Men,1965,0.0,
16625,disambiguation:Rise/Up,122085,2.0,
16626,disambiguation:Shock Treatment (1981) is sequel to RHPS,254855,3.0,
16627,disambiguation:ten,12869,-1.0,
16628,disambiguation:The 4th/Thirteenth Floor (1999),29819,-4.0,
16629,disambiguation:The Avengers (1998)/(2012),91898,-1.0,
16630,disambiguation:The Mask,9247,-2.0,
16631,disambiguation:Toy(s),7182,2.0,
16632,disambigutation:9/Nine,144057,2.0,
16633,disapointing,237401,-7.0,
16634,disapointing ending,3994,0.0,
16635,disapointment,113348,0.0,
16636,disappearance,7237172,81.0,
16637,disapperance investigation,162450,1.0,
16638,disappointed,176101,1.0,
16639,disappointing,5900583,35.0,Disappointing;
16640,disappointing child acting,58047,0.0,
16641,disappointing climax,293928,3.0,
16642,disappointing ending,801979,11.0,Disappointing ending;
16643,Disappointing Fight between Obi Wan and Vader,260,2.0,
16644,disappointing film,108825,1.0,
16645,disappointing from Cuaron,5225,-4.0,
16646,Disappointing from two geniuses,34437,-4.0,
16647,Disappointing Remake,108945,1.0,
16648,disappointing sequel,197636,0.0,
16649,disappointing successor,79872,-2.0,
16650,disappointing third act,112171,1.0,
16651,disappointingly predictable,4037,1.0,
16652,disappointment,172922,2.0,
16653,disappointments,61606,-11.0,
16654,disarmament,2643,1.0,
16655,disaster,11429145,276.0,Disaster;
16656,disaster comedy,2791,1.0,
16657,disaster film,12337,7.0,
16658,disaster movie,3804118,55.0,Disaster Movie;
16659,disaster scenes,67197,0.0,
16660,disasterpiece,121231,1.0,
16661,disbelief,95467,3.0,
16662,disbelieving adult,31615,2.0,
16663,disc,61323,1.0,
16664,disc jockey,853365,15.0,
16665,disc jockey (scene),42314,0.0,
16666,disc underground,139545,1.0,
16667,disciples,205341,2.0,
16668,discipline,537376,12.0,
16669,disco,2800761,44.0,
16670,disco dancing,450173,3.0,
16671,disco orchestra,113022,1.0,
16672,disco scene,2867,0.0,
16673,discomfiting,3249,-1.0,
16674,discomforting,190607,1.0,
16675,disconcerting,4808,1.0,
16676,disconnected,104910,4.0,
16677,discontentedness and displeasedness,126186,3.0,
16678,discord,3621,1.0,
16679,discotheque,4587,1.0,
16680,discover gifts,133185,1.0,
16681,DISCOVERING ONE'S HERITAGE,59183,0.0,
16682,discovery,2131258,23.0,Discovery;
16683,discovery of america,90859,2.0,
16684,discrediting witness,145895,1.0,
16685,discribe details,733,1.0,
16686,Discrimination,6461,0.0,discrimination;
16687,discshop,39506,0.0,
16688,discussion,399330,5.0,
16689,discussion of culture,28050,1.0,
16690,discworld,393581,11.0,
16691,disease,6594105,142.0,Disease;
16692,disembodied hand,513691,3.0,
16693,disembodied head,627638,7.0,
16694,disembowelment,110021,5.0,
16695,disenchantment,154958,2.0,
16696,disengaged,63082,0.0,
16697,disfigured,45506,0.0,
16698,DISFIGURED CRIMINALS,4210,-2.0,
16699,disfigured face,623042,8.0,
16700,disfigurement,1633541,45.0,
16701,disfunctional family,177240,3.0,
16702,disgrace,101375,1.0,Disgrace;
16703,Disgrace to the original,169984,1.0,
16704,disgraced,171501,1.0,
16705,disgraceful death,142917,1.0,
16706,disgruntled worker,4895,1.0,
16707,disguasting,159415,-1.0,
16708,disguise,3541948,54.0,
16709,disguised as a dog,182293,1.0,
16710,disguised as a nun,29947,1.0,
16711,disguised classic western,260,1.0,
16712,disguised royalty,4489,1.0,
16713,disguised voice,110858,2.0,
16714,Disguises,1125,0.0,
16715,disgust,180533,4.0,
16716,disgusting,1673790,16.0,Disgusting;
16717,disgusting characters,44937,1.0,
16718,disgusting scene,25771,1.0,
16719,disgusting scenes,367527,4.0,
16720,disgusting scenes (not sex),108981,1.0,
16721,disgusting--not scary,68952,0.0,
16722,dishonest,495935,4.0,
16723,Dishonesty,138122,2.0,dishonesty;
16724,dishonor,162232,2.0,
16725,DISHONOR AMONG THIEVES,14521,0.0,
16726,dishwasher,83837,1.0,
16727,disillusion,201409,3.0,
16728,disillusioned,127054,2.0,
16729,disillusionment,432926,24.0,Disillusionment;
16730,disinfo,8622,-1.0,
16731,disinformation,267776,-1.0,
16732,disinheritance,166336,1.0,
16733,disinherited,116985,1.0,
16734,disintegrating gas,93547,1.0,
16735,disintegration,193974,3.0,
16736,Disjointed,97921,-2.0,disjointed;
16737,disjointed plot,106916,0.0,
16738,disjointed plotline,81408,0.0,
16739,disjointed timeline,326798,26.0,
16740,disk,370037,-66.0,
16741,disko ja tuumasõda,72913,1.0,
16742,dislike tom hanks,150,-11.0,
16743,dismal,373700,2.0,
16744,Dismemberment,101739,1.0,dismemberment;
16745,dismemberment of human beings,145578,1.0,
16746,dismissed by all. ingenious.,6077,-1.0,
16747,dismissive of character,79242,0.0,
16748,dismissive of the foreign culture,6711,5.0,
16749,disney,9130238,218.0,Disney;
16750,Disney (Touchstone),51575,0.0,
16751,disney - den lille havfrue - havets hemmelighed,60806,1.0,
16752,Disney almost making fun of itself,128889,-7.0,
16753,Disney animated feature,359032,-1.0,
16754,disney but still great,4016,-2.0,
16755,disney channel,198649,1.0,Disney Channel;
16756,Disney Channel movie,135264,1.0,
16757,disney channel original movie,135256,1.0,
16758,Disney Classic,3034,-2.0,
16759,Disney Classics,27782,25.0,
16760,disney live-action,3916,-1.0,
16761,Disney Movie,188575,1.0,
16762,Disney Movies,7567,2.0,Disney movies;
16763,Disney Original Movie,132584,0.0,
16764,disney princess,186753,3.0,
16765,Disney Renaissance,10619,12.0,
16766,Disney studios,31334,-13.0,
16767,disney villain death,81847,1.0,
16768,disney was really reaching for material,2690,-5.0,
16769,disney world,177651,1.0,
16770,Disney World Cinema,105314,0.0,
16771,disney's best,364,-4.0,
16772,disneyland,275755,3.0,
16773,disneynature,250184,3.0,Disneynature;
16774,Disneyworld,105801,2.0,
16775,disobedience,1207,0.0,
16776,disobey,86835,1.0,
16777,disobeying orders,368755,2.0,
16778,disorder,410692,9.0,
16779,disorganized,224208,0.0,
16780,disorientatiion by cinematography,54286,0.0,
16781,disorientating,35649,-1.0,
16782,disorientation,247940,3.0,
16783,disorientation by foreign language,1212,0.0,
16784,disorientation by soundtrack music,1212,0.0,
16785,disorienting,141636,3.0,
16786,disparate ages,5547,1.0,
16787,dispensable,168204,1.0,
16788,displaced from Tibet,365,0.0,
16789,displacement,154103,2.0,
16790,displacement camp,91570,2.0,
16791,display of power,51832,0.0,
16792,disposable male,158282,2.0,
16793,disposable soldier,93443,1.0,
16794,disposing of a dead body,769274,7.0,
16795,Disproportionate Retribution,112552,1.0,
16796,disproportionate revenge,3688,1.0,
16797,disqualified,4203095,117.0,
16798,disrespect,1147,1.0,
16799,disrespectful,123410,1.0,
16800,disrespectful memoir,80551,1.0,
16801,disrespectful to author,3186,0.0,
16802,disrespectful to veterans,3555,0.0,
16803,disrespectul to audience,72393,-1.0,
16804,disruptive,13847,0.0,
16805,disruptive humor,4489,1.0,
16806,dissapointing,1353581,-15.0,
16807,dissapointing sequel,176101,1.0,
16808,dissapointment,216331,6.0,
16809,dissatisfied woman,165903,1.0,
16810,disscusting,48231,0.0,
16811,dissection,115881,2.0,
16812,dissension,114248,1.0,
16813,dissertation,6215,1.0,
16814,dissident,383712,3.0,
16815,dissociation,239642,0.0,
16816,Dissociative identity disorder,61320,4.0,dissociative identity disorder;
16817,dissolute,60397,1.0,
16818,dissonant dialogue,103027,0.0,
16819,distance,223723,3.0,
16820,distance from source material,4446,0.0,
16821,distant  planet,680,1.0,
16822,distant future,665883,9.0,
16823,distasteful,289540,1.0,
16824,distillery,106894,2.0,
16825,distinct directing style,293,0.0,
16826,Distinction Without a Difference,122916,1.0,
16827,distinctive,3993,-1.0,
16828,distinguished gentleman,81020,1.0,
16829,distopia,502968,-41.0,
16830,distopian,130699,0.0,
16831,Distopian Future,176923,1.0,
16832,distopic,170557,1.0,
16833,distorted mirror,25786,1.0,
16834,distorted reality,4400,48.0,
16835,distorted representation of history,65514,4.0,
16836,distorted sense of reality,32893,0.0,
16837,Distorted thinking,116897,0.0,
16838,distortion,32890,1.0,
16839,distracting score,79393,-1.0,
16840,distracting soundtrack,84496,1.0,
16841,distraction,96803,1.0,
16842,distraint,97153,1.0,
16843,distress,105954,1.0,
16844,distress call,1721,-2.0,
16845,distress signal,1590,1.0,
16846,distressing,142917,1.0,
16847,district,195324,2.0,
16848,district attorney,2076430,30.0,
16849,Distrubing,234623,2.0,distrubing;
16850,distructive adventure,1552,1.0,
16851,distrust,442271,14.0,
16852,disturbed,180506,3.0,
16853,disturbed character,91134,0.0,
16854,disturbed characters,200427,0.0,
16855,disturbed child,129410,4.0,
16856,disturbed childhood,67255,1.0,
16857,disturbed kid,1298,-1.0,
16858,disturbed teenager,98814,4.0,
16859,disturbic,89945,0.0,
16860,Disturbing,1434331,136.0,disturbing;
16861,Disturbing and grotesque - what a nightmare,30793,-5.0,
16862,Disturbing and moving,123812,7.0,
16863,disturbing clown content,1029,-2.0,
16864,disturbing ending,108981,1.0,
16865,disturbing images,97898,-1.0,
16866,disturbing in a bad way,153719,0.0,
16867,disturbing music,96728,0.0,
16868,disturbing scene,4874,-2.0,
16869,disturbing scenes,147364,1.0,Disturbing scenes;
16870,disturbing sexual scenes,89480,1.0,
16871,disturbing violence,55757,-1.0,
16872,Dita Parlo,3134,1.0,
16873,Dito Montiel,48856,0.0,
16874,ditto,587,-1.0,
16875,ditzy reesewitherspoon comedy,4447,-1.0,
16876,diva,990574,15.0,Diva;
16877,dive bar,224140,-1.0,
16878,diver,1001116,9.0,
16879,diver instructor,101884,1.0,
16880,divergent,238680,4.0,Divergent;
16881,divergent endings,89862,0.0,
16882,diverse cast,1252056,34.0,
16883,diverse casting,122926,14.0,
16884,Diverse characters,128360,12.0,
16885,diversity,1070273,9.0,
16886,divertente,178865,-8.0,
16887,divided family,43822,1.0,
16888,divided house,4681,0.0,
16889,divided mankind,5171,0.0,
16890,divination,159061,2.0,
16891,Divine,275034,6.0,divine;
16892,divine vs. profane,3677,1.0,
16893,divine vs. worldly,3677,1.0,
16894,diving,2325179,31.0,Diving;
16895,diving accident,153744,1.0,
16896,diving board,125698,2.0,
16897,diving suit,2146,2.0,
16898,divinity student,113551,1.0,
16899,divisive,161334,1.0,
16900,divorce,16521491,293.0,Divorce;
16901,divorce lawyer,10472,3.0,
16902,divorced,383235,7.0,
16903,divorced couple,497673,5.0,
16904,divorced father,264962,2.0,
16905,divorced from reality,2671,1.0,
16906,divorced man,264962,2.0,
16907,divorced mother,198356,2.0,
16908,divorced parents,908460,8.0,
16909,divorced woman,337217,5.0,
16910,divorced/separated parents,94537,1.0,
16911,divorcee,1357496,14.0,
16912,Divx,46284,-27.0,DIVX;DivX;divx;
16913,Divx1,825213,-549.0,
16914,Dixie Chicks,49132,0.0,
16915,diy,173461,1.0,DIY;
16916,diy culture,164189,1.0,
16917,DIY surgery,75985,1.0,
16918,dizziness,153180,1.0,
16919,dizzy,189819,1.0,
